,Product,Instant_Liking,q1_1_personal_opinion_of_this_Deodorant,q2_all_words,q3_1_strength_of_the_Deodorant,q4_1_artificial_chemical,q4_2_attractive,q4_3_bold,q4_4_boring,q4_5_casual,q4_6_cheap,q4_7_clean,q4_8_easy_to_wear,q4_9_elegant,typ
706,Deodorant F,1,4,0,2,4,5,3,5,4,2,1,4,3,1.0
707,Deodorant F,0,7,1,3,5,3,3,2,5,3,4,3,5,1.0
708,Deodorant F,1,2,1,3,4,5,4,2,5,4,4,3,2,1.0
709,Deodorant F,0,6,1,3,2,2,4,1,4,1,3,4,1,1.0
710,Deodorant F,0,7,2,5,1,5,5,5,2,1,2,5,5,1.0
711,Deodorant F,1,4,2,2,2,4,5,1,5,4,2,5,3,1.0
712,Deodorant F,0,7,0,3,3,4,4,2,4,1,4,3,3,1.0
713,Deodorant F,1,3,2,3,2,4,3,1,5,1,5,4,5,1.0
714,Deodorant F,1,1,1,4,1,5,5,2,3,3,2,5,2,1.0
715,Deodorant F,0,5,1,3,1,4,4,2,5,3,5,5,4,1.0
716,Deodorant F,0,5,1,3,3,1,4,4,3,3,3,5,4,1.0
717,Deodorant F,0,6,0,4,2,4,3,2,3,2,4,4,3,1.0
718,Deodorant F,0,6,1,3,4,5,4,1,3,3,5,5,1,1.0
719,Deodorant F,0,5,0,5,1,1,5,2,2,3,4,4,5,1.0
720,Deodorant F,1,4,2,3,3,4,5,5,5,4,4,4,1,1.0
721,Deodorant F,0,5,2,2,2,4,4,4,2,3,5,4,4,1.0
722,Deodorant F,0,5,0,3,1,4,1,2,1,3,5,2,4,1.0
723,Deodorant F,1,4,1,4,1,4,5,1,5,2,2,3,2,1.0
724,Deodorant F,0,7,2,3,5,1,3,2,2,2,4,1,2,1.0
725,Deodorant F,0,6,2,4,1,3,5,1,3,3,5,4,3,1.0
726,Deodorant F,0,6,0,3,2,5,4,2,4,1,3,5,5,1.0
727,Deodorant F,0,6,1,3,1,4,4,2,3,2,3,2,4,1.0
728,Deodorant F,0,5,2,3,2,1,5,3,4,1,2,5,2,1.0
729,Deodorant F,0,7,2,3,1,5,3,1,5,3,2,3,5,1.0
730,Deodorant F,0,5,0,3,1,5,4,4,5,4,3,3,3,1.0
731,Deodorant F,0,5,1,3,1,5,5,2,4,1,2,5,5,1.0
732,Deodorant F,1,3,1,5,2,5,4,3,4,4,5,5,3,1.0
733,Deodorant F,0,6,1,3,5,5,5,5,4,5,3,5,4,1.0
734,Deodorant F,0,6,3,3,2,2,5,1,2,3,5,5,4,1.0
735,Deodorant F,0,7,3,3,1,5,5,1,5,1,1,2,1,1.0
736,Deodorant F,0,7,1,3,2,5,3,1,5,1,5,3,4,1.0
737,Deodorant F,0,6,0,3,2,5,5,5,3,1,4,5,3,1.0
738,Deodorant F,1,4,1,3,1,3,4,2,5,2,4,5,1,1.0
739,Deodorant F,0,5,1,3,1,5,1,3,5,5,2,4,3,1.0
740,Deodorant F,0,5,0,3,1,3,5,2,2,2,5,4,3,1.0
741,Deodorant F,1,4,1,3,3,4,3,1,5,1,1,3,5,1.0
742,Deodorant F,0,7,0,3,2,3,4,2,4,2,5,5,1,1.0
743,Deodorant F,0,5,2,3,5,5,2,1,5,2,5,5,5,1.0
744,Deodorant F,0,5,2,3,1,4,2,3,1,1,4,5,1,1.0
745,Deodorant F,1,4,2,3,5,5,3,1,3,1,5,5,5,1.0
746,Deodorant F,0,5,1,3,2,5,5,3,1,2,4,5,3,1.0
747,Deodorant F,0,6,1,4,5,4,5,2,3,3,5,3,4,1.0
748,Deodorant F,0,5,3,3,4,1,4,3,4,1,4,3,4,1.0
749,Deodorant F,0,7,1,3,2,5,1,4,5,5,4,2,4,1.0
750,Deodorant F,0,5,0,3,4,5,4,1,3,5,3,5,4,1.0
751,Deodorant F,0,5,1,3,2,4,1,1,5,2,1,2,2,1.0
752,Deodorant F,0,5,1,3,4,5,3,3,3,1,4,5,4,1.0
753,Deodorant F,1,4,0,3,4,2,5,4,4,2,5,3,3,1.0
754,Deodorant F,0,6,1,3,1,4,5,4,3,2,4,2,5,1.0
755,Deodorant F,0,6,0,3,1,5,2,1,3,2,3,4,4,1.0
756,Deodorant F,0,6,1,4,2,4,1,2,2,1,2,2,4,1.0
757,Deodorant F,0,7,2,3,2,4,5,1,5,1,5,2,3,1.0
758,Deodorant F,0,5,2,3,1,4,4,4,2,2,1,4,3,1.0
759,Deodorant F,1,4,0,3,5,4,3,1,4,1,3,2,5,1.0
760,Deodorant F,0,5,2,4,1,5,5,1,4,2,4,5,4,1.0
761,Deodorant F,1,4,1,3,5,4,2,2,5,1,4,5,3,1.0
762,Deodorant F,0,5,2,3,2,4,1,1,3,1,4,3,4,1.0
763,Deodorant F,1,4,2,3,2,3,5,1,4,2,3,3,5,1.0
764,Deodorant F,0,6,0,3,1,4,5,1,5,2,5,5,2,1.0
765,Deodorant F,1,2,1,3,1,2,5,2,3,2,4,1,4,1.0
766,Deodorant F,0,6,1,3,1,5,5,4,4,1,5,3,3,1.0
767,Deodorant F,1,3,1,3,1,3,1,2,4,1,4,5,1,1.0
768,Deodorant F,0,5,3,4,2,3,5,2,2,2,4,5,5,1.0
769,Deodorant F,0,6,0,3,2,4,5,2,1,3,1,5,4,1.0
770,Deodorant F,1,3,2,3,1,3,3,2,2,4,3,4,4,1.0
771,Deodorant F,0,5,2,3,2,2,2,1,5,5,2,5,5,1.0
772,Deodorant F,1,4,1,3,1,2,2,1,5,5,4,5,5,1.0
773,Deodorant F,0,6,1,3,5,5,1,1,2,1,4,5,1,1.0
774,Deodorant F,0,6,1,5,5,3,4,5,5,5,5,5,2,1.0
775,Deodorant F,0,5,2,3,5,4,4,2,5,3,3,4,5,1.0
776,Deodorant F,0,6,3,3,1,3,4,2,3,2,4,2,4,1.0
777,Deodorant F,0,5,3,2,1,4,1,5,1,1,5,5,2,1.0
778,Deodorant F,0,7,2,3,1,1,4,1,5,4,4,5,4,1.0
779,Deodorant F,0,5,2,3,1,4,5,1,4,2,5,3,3,1.0
780,Deodorant F,0,6,1,4,2,5,1,1,5,5,2,5,3,1.0
781,Deodorant F,1,1,0,3,2,5,4,3,4,2,4,5,5,1.0
782,Deodorant F,1,4,0,3,1,5,3,3,2,2,3,3,3,1.0
783,Deodorant F,0,6,1,3,4,5,5,2,4,2,5,5,3,1.0
784,Deodorant F,1,3,1,4,2,3,4,1,5,5,3,5,1,1.0
785,Deodorant F,0,6,1,4,4,5,3,3,4,1,5,1,4,1.0
786,Deodorant F,0,5,1,3,5,3,4,2,2,1,4,5,5,1.0
787,Deodorant F,0,5,1,4,1,1,4,2,2,4,3,5,3,1.0
788,Deodorant F,0,6,0,3,2,3,4,1,3,2,4,3,3,1.0
789,Deodorant F,1,4,3,3,2,5,4,2,5,3,5,5,3,1.0
790,Deodorant F,1,2,3,3,1,4,5,1,2,3,5,5,3,1.0
791,Deodorant F,0,7,0,4,2,1,2,1,2,1,4,5,3,1.0
792,Deodorant F,0,6,0,3,5,4,4,1,3,4,4,5,1,1.0
793,Deodorant F,1,4,1,5,5,4,3,1,5,2,5,5,5,1.0
794,Deodorant F,0,6,1,3,4,5,1,2,3,5,4,4,4,1.0
795,Deodorant F,0,5,1,3,2,4,4,4,2,4,5,5,5,1.0
796,Deodorant F,0,5,0,3,1,4,4,3,3,3,5,5,2,1.0
797,Deodorant F,0,5,2,3,1,4,1,1,1,1,5,4,5,1.0
798,Deodorant F,0,6,1,3,1,4,5,1,3,5,3,4,4,1.0
799,Deodorant F,0,6,0,5,1,4,4,2,3,3,4,2,4,1.0
800,Deodorant F,0,6,0,3,2,2,3,1,5,1,2,5,1,1.0
801,Deodorant F,0,6,1,3,5,1,4,1,5,2,3,3,1,1.0
802,Deodorant F,0,5,1,5,1,4,3,2,3,2,3,3,4,1.0
803,Deodorant F,0,7,0,5,4,5,1,3,4,1,3,5,2,1.0
804,Deodorant F,1,3,0,5,2,4,3,1,4,2,4,5,4,1.0
805,Deodorant F,0,5,1,3,1,5,2,2,4,3,3,5,3,1.0
806,Deodorant F,1,2,1,3,3,5,2,1,4,5,5,4,4,1.0
807,Deodorant F,0,5,3,3,5,5,4,5,4,5,4,4,3,1.0
808,Deodorant F,0,7,0,5,5,3,1,2,1,2,3,3,2,1.0
809,Deodorant F,0,6,1,5,5,3,3,2,5,2,5,2,4,1.0
810,Deodorant F,0,5,0,4,2,5,5,2,1,3,5,5,5,1.0
811,Deodorant F,0,7,0,3,1,2,3,4,3,2,3,4,5,1.0
812,Deodorant F,1,4,2,4,1,2,5,3,5,5,3,4,5,1.0
813,Deodorant F,0,7,1,3,3,5,5,1,4,1,4,4,5,1.0
814,Deodorant F,1,4,0,4,5,2,5,4,5,1,5,3,4,1.0
815,Deodorant F,0,5,0,3,3,3,4,1,3,1,1,1,4,1.0
816,Deodorant F,0,6,1,3,3,4,4,1,1,1,5,3,3,1.0
817,Deodorant F,0,6,2,3,1,5,3,5,5,1,4,5,5,1.0
818,Deodorant F,0,6,1,5,4,1,5,4,3,2,2,5,4,1.0
819,Deodorant F,0,6,1,3,1,2,3,1,3,1,5,1,5,1.0
820,Deodorant F,0,6,1,3,3,5,3,1,5,3,3,5,4,1.0
821,Deodorant F,1,2,1,3,4,5,4,1,4,5,5,5,5,1.0
822,Deodorant F,1,4,3,3,4,2,5,1,4,4,4,1,1,1.0
823,Deodorant F,0,7,1,4,2,5,3,1,5,4,4,4,2,1.0
824,Deodorant F,1,4,1,3,1,1,3,5,2,4,4,5,2,1.0
825,Deodorant F,0,5,1,3,3,4,4,2,3,1,2,4,2,1.0
826,Deodorant F,1,4,0,3,4,5,3,1,2,1,3,5,5,1.0
827,Deodorant F,0,6,2,4,4,2,4,2,2,2,5,5,5,1.0
828,Deodorant F,0,6,0,4,3,5,1,5,1,1,5,5,5,1.0
829,Deodorant F,0,6,1,3,4,5,1,3,2,1,5,3,1,1.0
830,Deodorant F,0,6,2,3,4,5,3,1,4,1,4,4,1,1.0
831,Deodorant F,1,2,0,3,5,1,5,1,3,1,1,3,4,1.0
832,Deodorant F,0,7,2,3,1,5,4,1,5,2,5,3,4,1.0
833,Deodorant F,0,6,1,4,1,3,4,2,3,1,3,5,4,1.0
834,Deodorant F,1,3,2,3,2,4,2,2,5,1,3,2,1,1.0
835,Deodorant F,1,4,1,3,5,5,1,3,5,1,4,2,4,1.0
836,Deodorant F,0,5,1,3,1,5,4,1,4,1,5,2,4,1.0
837,Deodorant F,0,5,1,4,2,5,4,4,4,5,4,5,4,1.0
838,Deodorant F,0,6,1,3,2,4,2,5,2,1,1,4,5,1.0
839,Deodorant F,1,3,4,4,3,5,3,2,5,3,2,4,5,1.0
840,Deodorant F,1,4,1,4,2,5,2,1,1,2,3,4,3,1.0
841,Deodorant F,1,3,0,5,1,2,5,1,3,2,4,5,3,1.0
842,Deodorant F,0,6,0,4,1,3,5,2,2,2,5,1,5,1.0
843,Deodorant F,0,5,1,3,5,4,4,2,5,3,4,5,5,1.0
844,Deodorant F,0,5,0,1,2,5,3,1,2,1,5,5,1,1.0
845,Deodorant F,1,4,3,3,3,4,3,1,1,3,3,4,4,1.0
846,Deodorant F,0,6,1,5,2,4,4,2,5,2,5,4,3,1.0
847,Deodorant F,0,5,1,3,5,2,4,3,5,5,4,4,4,1.0
848,Deodorant F,1,3,1,3,3,5,3,2,1,4,5,4,5,1.0
849,Deodorant F,0,6,0,5,2,5,3,5,4,1,2,5,4,1.0
850,Deodorant F,0,5,2,3,3,5,5,3,2,2,5,5,3,1.0
851,Deodorant F,0,5,0,4,3,5,1,1,2,2,3,5,4,1.0
852,Deodorant F,0,5,2,3,1,4,4,1,4,1,3,1,2,1.0
853,Deodorant F,1,2,0,3,5,5,5,2,1,4,5,3,5,1.0
854,Deodorant F,1,1,0,3,5,4,3,5,3,2,5,3,5,1.0
855,Deodorant F,1,2,2,3,5,5,4,1,1,4,5,2,4,1.0
856,Deodorant F,0,6,1,3,2,5,2,4,5,1,4,1,4,1.0
857,Deodorant F,0,7,2,3,1,2,4,1,5,2,4,5,4,1.0
858,Deodorant F,0,6,2,3,1,5,2,2,2,2,3,4,3,1.0
859,Deodorant F,0,6,2,3,3,4,1,4,5,1,1,3,3,1.0
860,Deodorant F,0,6,0,3,1,4,4,2,2,5,2,3,4,1.0
861,Deodorant F,0,5,0,4,1,3,2,2,5,4,5,5,4,1.0
862,Deodorant F,0,6,1,3,2,5,4,1,4,2,5,3,4,1.0
863,Deodorant F,1,4,2,3,1,5,4,2,5,3,4,5,4,1.0
864,Deodorant F,0,6,2,3,1,5,2,2,4,1,5,4,4,1.0
865,Deodorant F,0,5,0,3,2,5,1,2,4,5,4,5,4,1.0
866,Deodorant F,0,6,0,4,1,2,4,5,4,5,5,3,2,1.0
867,Deodorant F,0,6,1,3,3,3,2,3,3,2,5,5,4,1.0
868,Deodorant F,0,6,0,4,3,4,3,3,3,4,3,4,5,1.0
869,Deodorant F,0,6,1,3,2,5,4,3,2,2,3,5,1,1.0
870,Deodorant F,0,7,0,3,2,3,5,1,4,3,5,5,5,1.0
871,Deodorant F,1,4,0,3,4,4,2,4,4,2,4,5,4,1.0
872,Deodorant F,0,7,0,4,5,1,5,2,5,1,5,5,3,1.0
873,Deodorant F,1,2,1,4,2,4,1,2,4,1,2,4,5,1.0
874,Deodorant F,1,1,3,4,5,3,4,3,5,1,5,5,1,1.0
875,Deodorant F,0,5,2,3,2,4,3,2,3,3,1,1,5,1.0
876,Deodorant F,0,5,1,5,4,2,5,3,5,3,5,5,3,1.0
877,Deodorant F,0,5,3,3,1,3,4,3,4,2,5,3,3,1.0
878,Deodorant F,0,7,1,4,1,3,4,2,2,3,5,2,1,1.0
879,Deodorant F,0,6,2,3,5,4,4,3,3,2,5,5,3,1.0
880,Deodorant F,0,5,0,3,3,2,4,2,2,3,2,4,4,1.0
881,Deodorant F,0,6,1,3,1,4,3,1,4,1,1,1,4,1.0
882,Deodorant F,0,5,1,3,4,3,4,3,5,1,3,4,5,1.0
883,Deodorant F,1,3,1,3,1,3,3,2,2,1,4,5,5,1.0
884,Deodorant F,1,3,1,3,5,3,3,1,3,1,4,3,4,1.0
885,Deodorant F,0,5,0,3,1,3,3,2,2,4,2,2,5,1.0
886,Deodorant F,0,6,1,3,1,1,4,1,4,1,5,4,4,1.0
887,Deodorant F,0,6,0,3,3,2,4,4,1,1,5,1,4,1.0
888,Deodorant F,0,5,4,4,1,5,1,4,5,1,5,4,4,1.0
889,Deodorant F,0,6,1,3,2,5,2,1,4,1,5,2,3,1.0
890,Deodorant F,0,6,1,4,2,1,4,1,4,1,3,4,5,1.0
891,Deodorant F,0,5,2,4,3,5,1,2,5,4,2,4,1,1.0
892,Deodorant F,1,4,0,3,3,4,5,2,4,2,5,3,5,1.0
893,Deodorant F,0,6,1,3,5,5,4,3,3,1,4,5,1,1.0
894,Deodorant F,0,5,2,3,5,4,4,2,4,1,5,3,2,1.0
895,Deodorant F,0,5,2,5,4,4,5,2,4,2,3,2,3,1.0
896,Deodorant F,0,7,2,3,3,5,3,1,5,3,3,4,5,1.0
897,Deodorant F,0,5,1,3,1,1,5,5,2,2,4,5,1,1.0
898,Deodorant F,0,6,1,3,1,3,4,3,3,1,5,5,4,1.0
899,Deodorant F,0,7,1,2,1,5,1,4,5,4,5,5,5,1.0
900,Deodorant F,0,6,0,3,4,4,5,1,3,2,5,4,2,1.0
901,Deodorant F,0,5,0,3,4,2,2,1,3,2,5,4,3,1.0
902,Deodorant F,0,6,1,4,1,4,5,2,1,3,5,4,3,1.0
903,Deodorant F,0,6,1,1,1,5,3,2,5,4,3,5,4,1.0
904,Deodorant F,0,7,1,3,2,4,1,1,3,2,3,5,1,1.0
905,Deodorant F,0,6,2,3,2,4,5,2,5,1,5,3,3,1.0
906,Deodorant F,0,7,0,5,1,5,4,4,3,1,3,4,4,1.0
907,Deodorant F,1,4,3,3,4,5,3,5,2,3,5,5,3,1.0
908,Deodorant F,0,6,1,3,2,4,5,3,4,4,5,5,4,1.0
909,Deodorant F,1,2,1,1,2,4,3,4,4,4,1,5,5,1.0
910,Deodorant F,0,6,1,3,1,5,2,2,2,2,4,4,1,1.0
911,Deodorant F,0,7,2,3,1,4,4,3,3,5,4,5,1,1.0
912,Deodorant F,0,7,0,4,2,4,3,2,4,1,2,3,1,1.0
913,Deodorant F,0,6,0,3,1,4,3,1,4,1,1,5,3,1.0
914,Deodorant F,0,5,1,4,5,5,3,4,2,4,5,3,4,1.0
915,Deodorant F,0,6,1,3,3,4,2,5,3,1,5,5,4,1.0
916,Deodorant F,1,4,1,3,2,2,2,1,4,1,4,5,1,1.0
917,Deodorant F,0,5,1,3,1,4,5,1,5,1,4,5,2,1.0
918,Deodorant F,0,6,1,3,3,2,4,3,5,4,3,5,1,1.0
919,Deodorant F,0,7,1,3,1,5,1,1,5,2,3,5,4,1.0
920,Deodorant F,0,5,1,3,3,5,4,3,3,5,4,1,4,1.0
921,Deodorant F,0,6,4,3,1,5,4,1,3,4,5,1,5,1.0
922,Deodorant F,0,6,0,3,2,2,5,5,4,2,5,4,2,1.0
923,Deodorant F,1,1,0,3,1,5,4,1,4,1,5,5,3,1.0
924,Deodorant F,1,4,4,3,2,2,1,2,4,3,5,3,3,1.0
925,Deodorant F,0,7,2,4,2,3,3,1,3,1,2,1,3,1.0
926,Deodorant F,0,5,2,3,4,2,4,1,2,5,5,4,4,1.0
927,Deodorant F,1,4,2,3,3,1,4,3,2,1,2,4,5,1.0
928,Deodorant F,0,6,1,4,1,3,3,5,5,4,4,5,3,1.0
929,Deodorant F,0,7,2,5,2,2,4,2,1,1,2,3,2,1.0
930,Deodorant F,0,7,1,4,2,4,4,1,2,1,5,4,5,1.0
931,Deodorant F,0,6,1,5,4,4,2,1,3,5,5,4,5,1.0
932,Deodorant F,0,5,2,3,4,5,5,2,2,4,2,3,2,1.0
933,Deodorant F,0,5,0,4,3,5,4,5,4,3,3,1,5,1.0
934,Deodorant F,1,4,1,3,1,4,3,3,5,3,1,4,5,1.0
935,Deodorant F,0,6,1,3,5,4,2,3,4,2,5,5,5,1.0
936,Deodorant F,0,5,0,3,2,5,2,1,4,1,4,5,5,1.0
937,Deodorant F,1,1,0,3,5,1,3,2,1,1,4,3,3,1.0
938,Deodorant F,0,6,1,3,3,4,5,5,5,3,2,4,5,1.0
939,Deodorant F,0,7,3,3,5,3,4,1,4,4,2,3,5,1.0
940,Deodorant F,1,2,0,4,5,4,3,1,1,2,3,3,5,1.0
941,Deodorant F,0,6,1,3,2,5,5,2,4,4,4,5,4,1.0
942,Deodorant F,0,6,2,3,1,5,3,2,2,2,4,4,3,1.0
943,Deodorant F,1,4,2,3,3,5,4,2,1,2,2,4,5,1.0
944,Deodorant F,0,5,1,3,3,2,3,1,2,2,3,4,4,1.0
945,Deodorant F,0,5,2,3,2,1,4,1,1,2,1,3,4,1.0
946,Deodorant F,0,7,1,3,5,2,3,2,4,2,3,4,4,1.0
947,Deodorant F,0,5,0,4,3,5,3,3,3,1,4,5,5,1.0
948,Deodorant F,0,6,0,5,2,1,5,3,5,3,1,4,3,1.0
949,Deodorant F,0,5,1,4,1,3,5,5,2,2,4,5,1,1.0
950,Deodorant F,0,5,1,4,2,5,1,1,2,1,2,3,4,1.0
951,Deodorant F,0,6,2,3,4,4,4,5,4,1,5,5,2,1.0
952,Deodorant F,1,2,2,3,5,1,3,1,2,1,3,1,5,1.0
953,Deodorant F,0,6,2,2,4,4,1,5,5,5,5,3,4,1.0
954,Deodorant F,1,2,1,3,1,3,4,1,4,2,5,4,3,1.0
955,Deodorant F,0,6,0,3,1,4,5,3,2,4,5,3,3,1.0
956,Deodorant F,0,6,1,3,4,4,4,1,4,4,5,2,4,1.0
957,Deodorant F,0,7,0,3,2,5,3,2,4,5,2,3,4,1.0
958,Deodorant F,0,6,1,3,2,4,4,4,4,1,3,5,4,1.0
959,Deodorant F,1,4,1,5,1,2,3,3,3,2,4,4,4,1.0
960,Deodorant F,0,6,0,3,1,5,4,1,5,2,3,2,5,1.0
961,Deodorant F,0,6,1,4,4,5,1,1,5,1,4,4,4,1.0
962,Deodorant F,0,5,2,4,4,5,4,2,4,2,3,5,5,1.0
963,Deodorant F,0,5,2,3,3,4,4,3,4,3,5,5,4,1.0
964,Deodorant F,0,7,0,4,4,2,4,2,4,1,2,5,5,1.0
965,Deodorant F,1,2,3,4,1,5,4,2,5,1,4,4,3,1.0
966,Deodorant F,0,6,1,3,2,5,1,2,2,3,5,4,3,1.0
967,Deodorant F,0,5,1,3,3,2,5,1,4,1,4,4,3,1.0
968,Deodorant F,0,6,0,3,2,2,4,2,3,2,5,5,3,1.0
969,Deodorant F,0,5,1,3,2,4,2,4,5,5,3,3,3,1.0
970,Deodorant F,0,6,0,3,1,1,3,1,4,1,1,5,5,1.0
971,Deodorant F,0,7,3,3,2,5,4,1,4,3,4,5,4,1.0
972,Deodorant F,1,2,2,5,1,1,3,1,5,3,4,2,5,1.0
973,Deodorant F,0,6,2,3,4,4,4,2,4,1,4,5,4,1.0
974,Deodorant F,0,5,0,3,1,4,4,1,4,3,5,3,1,1.0
975,Deodorant F,0,6,0,5,1,4,3,1,3,1,5,2,5,1.0
976,Deodorant F,0,6,1,3,4,3,1,1,5,5,1,2,4,1.0
977,Deodorant F,1,4,2,3,1,5,5,1,3,5,4,3,5,1.0
978,Deodorant F,0,6,0,4,1,4,3,2,5,1,3,1,5,1.0
979,Deodorant F,0,5,0,3,5,4,4,2,4,2,4,4,4,1.0
980,Deodorant F,0,6,0,3,5,2,5,3,4,2,4,4,5,1.0
981,Deodorant F,0,7,1,3,3,1,5,1,2,1,3,4,4,1.0
982,Deodorant F,0,5,2,4,5,4,1,2,2,3,4,4,4,1.0
983,Deodorant F,0,6,2,4,1,4,5,2,2,4,2,5,4,1.0
984,Deodorant F,0,7,1,3,5,3,4,1,3,1,4,5,5,1.0
985,Deodorant F,0,7,0,5,2,1,4,2,5,4,4,4,4,1.0
986,Deodorant F,1,4,3,3,5,1,4,4,5,1,5,5,5,1.0
987,Deodorant F,0,6,1,3,2,4,3,1,5,2,5,5,5,1.0
988,Deodorant F,0,6,2,3,4,5,5,4,5,5,3,3,5,1.0
989,Deodorant F,0,5,0,5,1,4,5,4,4,1,5,3,3,1.0
990,Deodorant F,0,5,2,3,4,5,2,1,2,2,3,2,5,1.0
991,Deodorant F,0,5,2,3,3,4,3,2,3,2,4,5,1,1.0
992,Deodorant F,0,5,0,3,3,2,5,1,5,2,3,4,3,1.0
993,Deodorant F,0,5,0,3,1,2,5,1,4,4,3,4,4,1.0
994,Deodorant F,1,4,1,3,1,5,5,5,2,2,4,5,1,1.0
995,Deodorant F,0,6,1,4,3,4,2,5,5,5,4,1,5,1.0
996,Deodorant F,0,7,3,3,2,5,3,1,2,5,4,4,3,1.0
997,Deodorant F,0,6,1,3,1,1,4,2,2,3,1,1,5,1.0
998,Deodorant F,0,6,3,2,2,3,5,2,5,2,3,5,4,1.0
999,Deodorant F,0,6,1,3,3,5,5,1,4,5,4,5,5,1.0
1000,Deodorant G,1,3,0,3,2,5,4,4,5,3,5,2,3,2.0
1001,Deodorant G,0,6,2,3,4,1,4,4,3,5,4,5,5,2.0
1002,Deodorant G,1,1,3,3,1,4,3,2,5,2,4,1,2,2.0
1003,Deodorant G,0,6,1,3,1,4,4,4,2,5,5,4,3,2.0
1004,Deodorant G,0,6,0,3,3,4,5,1,3,1,3,2,5,2.0
1005,Deodorant G,1,4,0,4,4,4,4,5,5,1,4,5,2,2.0
1006,Deodorant G,1,4,1,3,2,5,4,1,4,5,4,5,4,2.0
1007,Deodorant G,1,4,0,4,2,5,5,2,5,4,5,1,3,2.0
1008,Deodorant G,0,5,1,3,4,1,4,1,5,4,3,4,5,2.0
1009,Deodorant G,0,6,1,3,3,3,5,2,4,5,3,5,1,2.0
1010,Deodorant G,0,7,2,3,4,2,4,1,4,1,1,4,4,2.0
1011,Deodorant G,0,6,0,3,1,5,1,1,5,4,5,5,4,2.0
1012,Deodorant G,0,6,1,4,5,4,4,1,4,2,3,2,4,2.0
1013,Deodorant G,0,6,2,4,1,1,3,2,5,2,5,5,4,2.0
1014,Deodorant G,0,5,1,3,1,5,5,1,4,1,4,2,4,2.0
1015,Deodorant G,0,6,1,4,2,3,4,2,3,4,5,4,3,2.0
1016,Deodorant G,0,6,3,3,1,4,3,3,4,1,3,4,4,2.0
1017,Deodorant G,0,6,1,4,2,4,4,1,4,2,5,5,3,2.0
1018,Deodorant G,0,6,1,3,3,4,5,2,5,2,3,4,5,2.0
1019,Deodorant G,0,5,1,4,3,4,4,1,4,1,5,5,3,2.0
1020,Deodorant G,0,5,1,3,1,5,2,3,5,4,4,3,5,2.0
1021,Deodorant G,0,5,2,3,3,4,5,4,5,1,5,5,1,2.0
1022,Deodorant G,0,6,1,4,4,1,2,1,1,2,3,4,2,2.0
1023,Deodorant G,0,6,1,3,3,3,5,4,1,1,5,2,5,2.0
1024,Deodorant G,0,5,2,5,3,4,1,1,2,2,5,4,5,2.0
1025,Deodorant G,0,6,0,3,3,4,5,3,2,1,5,3,3,2.0
1026,Deodorant G,0,7,2,3,5,3,4,2,5,1,3,1,3,2.0
1027,Deodorant G,0,7,0,3,3,4,5,5,4,3,1,5,5,2.0
1028,Deodorant G,0,5,0,3,2,3,5,1,3,4,2,3,5,2.0
1029,Deodorant G,1,4,2,4,4,5,4,2,1,3,5,1,1,2.0
1030,Deodorant G,1,4,1,4,4,4,5,2,5,2,4,2,4,2.0
1031,Deodorant G,1,4,1,3,2,5,2,3,4,4,5,5,3,2.0
1032,Deodorant G,1,2,2,3,1,3,1,2,3,5,5,4,3,2.0
1033,Deodorant G,0,5,0,3,1,5,4,1,5,5,2,4,4,2.0
1034,Deodorant G,0,5,0,3,1,1,1,1,4,4,1,4,4,2.0
1035,Deodorant G,0,6,0,4,5,5,4,2,2,1,1,5,4,2.0
1036,Deodorant G,0,5,1,3,3,3,5,3,4,2,4,5,4,2.0
1037,Deodorant G,0,5,1,4,4,5,1,1,5,3,4,5,5,2.0
1038,Deodorant G,0,6,0,5,4,1,5,2,5,1,2,5,1,2.0
1039,Deodorant G,0,5,2,4,1,4,2,4,5,4,3,3,4,2.0
1040,Deodorant G,0,6,1,3,1,2,4,1,3,1,5,4,5,2.0
1041,Deodorant G,0,5,0,4,1,4,5,1,5,1,5,5,3,2.0
1042,Deodorant G,1,4,0,3,5,5,4,3,3,4,4,4,5,2.0
1043,Deodorant G,1,4,0,3,1,4,4,2,2,1,3,4,5,2.0
1044,Deodorant G,1,4,0,3,1,5,5,1,2,2,2,4,5,2.0
1045,Deodorant G,0,5,1,3,2,5,1,3,5,2,5,1,2,2.0
1046,Deodorant G,1,3,1,3,2,3,4,3,3,1,4,1,3,2.0
1047,Deodorant G,0,7,3,3,3,5,4,2,5,5,1,4,4,2.0
1048,Deodorant G,0,7,2,2,2,5,3,1,1,4,4,1,4,2.0
1049,Deodorant G,0,6,2,3,5,4,2,2,5,4,5,2,4,2.0
1050,Deodorant G,0,6,1,4,5,1,3,2,5,4,5,2,4,2.0
1051,Deodorant G,1,4,1,3,2,5,4,1,5,1,4,2,3,2.0
1052,Deodorant G,0,5,1,1,1,2,5,3,5,3,5,3,4,2.0
1053,Deodorant G,1,2,2,3,1,4,4,1,3,3,4,4,4,2.0
1054,Deodorant G,0,5,3,4,4,3,4,4,4,1,5,1,3,2.0
1055,Deodorant G,1,1,1,4,1,2,3,2,5,1,4,5,3,2.0
1056,Deodorant G,0,6,0,3,2,5,2,2,2,4,5,3,4,2.0
1057,Deodorant G,0,6,1,4,3,3,4,2,3,4,4,4,2,2.0
1058,Deodorant G,0,7,2,3,2,5,4,3,1,3,1,5,5,2.0
